ID	Name	Examine
9179	Pink rose bush patch	You can grow a pink rose bush in this patch.
9180	Pink rose bush patch	You can grow a pink rose bush in this patch.
9181	White rose bush patch	You can grow a white rose bush in this patch.
9182	White rose bush patch	You can grow a white rose bush in this patch.
9183	White rose bush patch	You can grow a white rose bush in this patch.
9184	White rose bush patch	You can grow a white rose bush in this patch.
9185	Red rose bush patch	You can grow a red rose bush in this patch.
9186	Red rose bush patch	You can grow a red rose bush in this patch.
9187	Red rose bush patch	You can grow a red rose bush in this patch.
9188	Red rose bush patch	You can grow a red rose bush in this patch.
9189	Rose bush	A rose bush.
9190	Rose bush	A rose bush.
9191	Rose bush	A rose bush.
9192	Rose bush	This white rosebush is fully grown.
9193	Rose bush	A rose bush.
9194	Rose bush	This red rosebush is fully grown.
9195	Rose bush	A pink rosebush.
9196	Rose bush	This pink rosebush is fully grown.
9197		
9198		
9199	Orchids	A plantpot of pink orchids.
9200	Orchids	A plantpot of pink orchids.
9201	Orchids	A plantpot of pink orchids.
9202	Orchids	These pink orchids are fully grown.
9203	Plantpot	An empty plantpot.
9204	Plantpot	A plantpot filled with soil.
9205	Yellow orchids	A plantpot of yellow orchids.
9206	Yellow orchids	A plantpot of yellow orchids.
9207	Yellow orchids	A plantpot of yellow orchids.
9208	Yellow orchids	These yellow orchids are fully grown.
9209		
9210	White Tree patch	You can grow a White Tree in this patch.
9211	White Tree patch	You can grow a White Tree in this patch.
9212	White Tree patch	You can grow a White Tree in this patch.
9213	White Tree patch	You can grow a White Tree in this patch.
9214	White Tree patch	A White Tree sapling has been planted in this patch.
9215	White Tree patch	A White Tree is growing in this patch.
9216	White Tree patch	A White Tree is growing in this patch.
9217	White Tree patch	A White Tree is growing in this patch.
9218	White Tree patch	This White Tree is fully grown.
9219	White Tree patch	This White Tree bears a single fruit.
9220	White Tree patch	This White Tree bears two fruits.
9221	White Tree patch	This White Tree bears three fruits.
9222	White Tree patch	This White Tree bears four fruits.
9223		
9224	Snowdrop patch	You can grow snowdrops in this Farming patch.
9225	Snowdrop patch	You can grow snowdrops in this Farming patch.
9226	Snowdrop patch	You can grow snowdrops in this Farming patch.
9227	Snowdrop patch	You can grow snowdrops in this Farming patch.
9228	Snowdrops	A patch of snowdrops.
9229	Snowdrops	A patch of snowdrops.
9230	Snowdrops	A patch of snowdrops.
9231	Snowdrops	These snowdrops are fully grown.
9232		
9233	Vine patch	You can grow Burthorpe Vine in this patch.
9234	Vine patch	You can grow Burthorpe Vines in this patch.
9235	Vine patch	You can grow Burthorpe Vines in this patch.
9236	Vine patch	You can grow Burthorpe Vines in this patch.
9237	Vines	Burthorpe vines are growing in this patch.
9238	Vines	Burthorpe vines are growing in this patch.
9239	Vines	Burthorpe vines are growing in this patch.
9240	Vines	These Burthorpe vines are fully grown.
9241	Plinth	An empty plinth for a statue.
9242	Plinth	An empty plinth for a statue.
9243	Statue of Saradomin	What a good likeness!
9244	Plinth	An empty plinth for a statue.
9245	Statue	An expertly carved statue of a former King of Misthalin.
9246	Statue plinth	An empty plinth for a statue.
9247	Statue of Saradomin	What a good likeness!
9248	Statue plinth	An empty plinth for a statue.
9249	Statue	An expertly carved statue of a former King of Misthalin.
9250		
9251		
9252		
9253		
9254		
9255	Grapevines	These grapevines look much healthier now.
9256	Diseased Grapevines	These grapevines are suffering from some strange disease.
9257	Wild Grass	Some wild-looking grass.
9258	Wild Grass	Some wild-looking grass.
9259	Wild Grass	Some wild-looking grass.
9260	Roses	Some red roses.
9261	Roses	Some pink roses.
9262	Roses	Some white roses.
9263	White Tree	A White Tree.
9264		
9265		
9266		
9267		
9268		
9269		
9270		
9271		
9272		
9273		
9274		
9275		
9276		
9277		
9278		
9279		
9280		
9281		
9282		
9283		
9284		
9285		
9286		
9287		
9288		
9289		
9290		
9291	Picnic bench	Sit back and enjoy the view.
9292	Statue	An expertly carved statue of a former Queen of Misthalin.
9293	Obstacle pipe	A pipe I can squeeze through.
9294	Strange floor	Funny looking holes that don't look too inviting.
9295	Obstacle pipe	A pipe I can squeeze through.
9296	Rocks	A rocky outcrop.
9297	Rocks	A rocky outcrop.
9298		
9299	Fence	Ornate railing.
9300	Fence	Wooden fencing.
9301	Castle wall	A well constructed castle wall.
9302	Hole	A rather strategically placed hole, which appears to be in the ground.
9303	Rocks	A rocky outcrop.
9304	Rocks	A rocky outcrop.
9305	Rocks	A rocky outcrop.
9306	Rocks	A rocky outcrop.
9307	Weathered wall	A well weathered wall.
9308	Weathered wall	A well weathered wall.
9309	Underwall tunnel	A tunnel leading under the wall.
9310	Underwall tunnel	A tunnel leading under the wall.
9311	Underwall tunnel	An underwall tunnel.
9312	Underwall tunnel	An underwall tunnel.
9313	Odd markings	Looks suspicious.
9314	Jutting wall	A wall jutting out into the path.
9315	Stepping stone	I can jump from this stepping stone.
9316	Rocks	A rocky outcrop.
9317	Rocks	A rocky outcrop.
9318		
9319	Spikey chain	A chain rope - looks pretty painful if you slip.
9320	Spikey chain	A chain rope - looks pretty painful if you slip.
9321	Crevice	A few rocks short of a wall - very crevice like.
9322	Log balance	The foam from the river makes this log very slippy.
9323	Log balance	The foam from the river makes this log very slippy.
9324	Log balance	The foam from the river makes this log very slippy.
9325	Crevice	Just another crack in the wall.
9326	Strange floor	Funny looking holes that don't look too inviting.
9327	Rocks	They seem to fit in the with the rocky surroundings, so as not to stick out.
9328	Log balance	A slippery well worn log.
9329	Log balance	A slippery well worn log.
9330	Log balance	A slippery well worn log.
9331	Rocks	A rocky outcrop.
9332	Rocks	A rocky outcrop.
9333		
9334	Ornate railing	Used to be ornate, now it's a little bit vandalised.
9335	Rocks	A rocky outcrop.
9336	Rocks	A rocky outcrop.
9337	Ornate railing	Used to be ornate, now it's a little bit vandalised.
9338	Scarecrow	Should scare off the birds...
9339	Scarecrow	Should scare off the birds...
9340	Scarecrow	Should scare off the birds...
9341		
9342		
9343		
9344		
9345		
9346		
9347		
9348		
9349		
9350		
9351		
9352		
9353		
9354	Cave exit	This looks like the way out.
9355	Cave entrance	A cave deep into the volcano.
9356	Cave entrance	A cave deeper into the volcano.
9357	Cave entrance	A cave deeper into the volcano.
9358	Cave entrance	A cave deep into the volcano.
9359	Cave exit	This looks like the way out.
9360		
9361		
9362		
9363		
9364		
9365		
9366	Open hot vent door	The barrier of heat is down.
9367	Hot vent door	A barrier of heat.
9368	Hot vent door	A barrier of heat.
9369	Hot vent door	A barrier of heat.
9370		
9371		
9372		
9373		
9374	Sulphur vent	Hot enough to cook your breakfast on.
9375		
9376		
9377	Egg	An egg incubated in the lava.
9378	Egg	An egg incubated in the lava.
9379	Egg	An egg incubated in the lava.
9380	TzHaar statue	Who's the man?
9381	Crate	A wooden crate.
9382	Crates	Some wooden crates.
9383		
9384		
9385		
9386		
9387		
9388		
9389		
9390	Lava forge	A natural forge using volcanic heat.
9391	Viewing orb	I spy with my little eye...
9392		
9393		
9394		
9395		
9396		
9397		
9398	Bank Deposit Box	Lets you put items into your bank.
9399		
9400	Unferth's patch	Sparse weeds.
9401	Unferth's patch	Weeds.
9402	Unferth's patch	Thick weeds.
9403	Unferth's patch	This is Unferth's patch for growing potatos.
9404	Potato plants	You say Potato, I say Poh-tar-to.
9405	Potato plants	You say Potato, I say Poh-tar-to.
9406	Potato plants	You say Potato, I say Poh-tar-to.
9407	Potato plants	You say Potato, I say Poh-tar-to.
9408	Potatoes	Looks like these potatoes have fully grown.
9409		
9410		
9411		
9412		
9413		
9414		
9415		
9416		
9417		
9418		
9419		
9420		
9421		
9422		
9423		
9424		
9425		
9426		
9427		
9428		
9429		
9430	Table	A nice sturdy bare table.
9431	Table	A nice sturdy table.
9432	Table	A table with milk.
9433	Table	A table with cake.
9434	Table	A hearty meal for Unferth.
9435		
9436	Bed	Great for sleeping in.
9437	Bed	Not so great for sleeping in, it's not made.
9438		
9439	Fireplace	A fire burns brightly here.
9440	Fireplace	An empty fire place.
9441	Fireplace	An unlit fire place.
9442		
9443	Bookcase	A good source of books!
9444		
9445		
9446		
9447		
9448		
9449		
9450		
9451		
9452		
9453		
9454		
9455		
9456		
9457		
9458		
9459		
9460		
9461		
9462		
9463		
9464		
9465		
9466		
9467		
9468		
9469		
9470	Staircase	I can climb these stairs.
9471	Staircase	They go down.
9472	Trapdoor	What could be down here?
9473		
9474		
9475		
9476		
9477		
9478		
9479		
9480		
9481		
9482		
9483		
9484		
9485		
9486		
9487		
9488		
9489		
9490		
9491		
9492		
9493		
9494		
9495		
9496		
9497		
9498	Plant	A small plant, suitable for sandy soil.
9499	Plant	A decorative plant.
9500	Plant	A fairly small plant.
9501	Plant	Another plant.
9502		
9503		
9504		
9505		
9506		
9507		
9508	Hammock	Perfect for snoozing in the sun.
9509	Bed	Lovely comfy-looking big bed.
9510	Signpost	East to Draynor Village :: South to Rimmington :: South-east to Port Sarim.
9511		
9512		
9513		
9514	Chair	Betty's chair.
9515	Betty's cauldron	I wonder what she's making?
9516	Counter	Betty's counter.
9517		
9518		
9519	Barrel	A wooden barrel for storage.
9520	Barrel	A wooden barrel containing lots of fish.
9521	Barrel	A wooden barrel for storage.
9522	Anchor	How much does this weigh?
9523	Bookcase	A case. With books.
9524	Chain	A mooring chain.
9525	Cart	One horse power, wooden suspension. A beauty.
9526	Shelves	Betty keeps some rune objects here.
9527	Shelves	Betty keeps some rune objects here.
9528	Shelves	Betty keeps some rune objects here.
9529	Shelves	Betty keeps some rune objects here.
9530	Fungus	A sinister fungus.
9531	Bench	Sit back and relax...
9532	Picnic bench	Sit back and enjoy the view.
9533	Crate	A wooden crate.
9534	Crate	A wooden crate.
9535	Crates	Some wooden crates.
9536	Boxes	Some wooden boxes.
9537	Crane	It's used for loading and unloading fishing boats.
9538	Row boat	I hope it doesn't sink.
9539		
9540		
9541		
9542		
9543		
9544		
9545		
9546		
9547		
9548	Hot Coals	A bucket full of red hot coals.
9549	Hot Coals	A bucket full of red hot coals.
9550		
9551		
9552		
9553		
9554		
9555		
9556		
9557		
9558	Ladder	It leads up.
9559	Ladder	I can climb down this.
9560	Trapdoor	I can climb down this.
9561	Bed	I guess I could sleep in it if I were really tired.
9562	Cell door	A prison cell door.
9563	Cell door	A locked prison cell door.
9564	Cell door	A prison cell door.
9565	Door	Stops people getting out.
9566		
9567	Bucket	Ewww!
9568	Bucket	En-suite facilities in every cell!
9569		
9570		
9571		
9572		
9573		
9574		
9575		
9576		
9577		
9578		
9579		
9580		
9581		
9582	Staircase	I can climb up these stairs.
9583		
9584	Staircase	I can climb down these stairs.
9585		
9586		
9587		
9588		
9589		
9590		
9591		
9592		
9593		
9594		
9595		
9596		
9597		
9598		
9599		
9600		
9601		
9602		
9603		
9604	Plant	A leafy plant.
9605	Plant	A leafy fern.
9606	Plant	A leafy shrub.
9607	Bookcase	A case. With books.
9608	Bookcase	A case. With books.
9609	Bookcase	A case. With books.
9610	Easel	An artist's easel.
9611	Bookcase	A good source of books!
9612	Bed	The Make-over Mage's bed.
9613	Large Table	A nice sturdy looking table.
9614	Table	Generally used for putting things on.
9615	Small Table	A small wooden table.
9616	Counter	Items are for sale here.
9617	Warehouse shelves	All-purpose storage.
9618	Warehouse shelves	All-purpose storage.
9619	Warehouse shelves	All-purpose storage.
9620	Warehouse shelves	All-purpose storage.
9621	Chair	For sitting.
9622	Chair	Fancy.
9623		
9624	Plough	It's like a land rudder.
9625	Wheelbarrow	A wooden wheelbarrow.
9626		
9627		
9628		
9629		
9630		
9631		
9632		
9633		
9634		
9635		
9636		
9637		
9638		
9639		
9640		
9641		
9642		
9643		
9644		
9645		
9646		
9647		
9648		
9649		
9650		
9651		
9652		
9653		
9654		
9655		
9656		
9657		
9658		
9659		
9660		
9661	Tree stump	This tree has been cut down.
9662	Spade	Popular with farmers and treasure hunters.
9663	Fallen tree	This tree has fallen to the ground.
9664	Roots	A gnarly old tree root.
9665	Roots	The roots of a tree are exposed.
9666	Roots	I hope I don't trip over any of these.
9667	Scarecrow	Disturbingly man-like.
9668	Mysterious statue	Its eyes stare off into the distance...
9669		
9670		
9671		
9672		
9673		
9674		
9675		
9676		
9677		
9678		
9679		
9680		
9681		
9682	Range	Ideal for cooking on.
9683	Range chimney	Expels smoke from the range.
